WORD,ROOT
لفنيتموهن,فنى
غدوكما,غدو
فمناجر,نجر
فهمسنهما,همس
كالهوى,هوى
سيبهدلنا,بهدل
فمحسوستانا,حس
تضعفانكن,ضعف
ولمغالط,غلط
وستجهدننا,جهد
ينترانها,نتر
فلتنفسييهن,نفس
بكديهما,كدي
فتلبطيها,لبط
وسيثورونك,ثور
للساعدة,سعد
وكالمستخدمتين,خدم
جانييه,جنى
فمسلياي,سلو
خلفتموه,خلف
فمتنبئتنا,نبأ
فقحفتهما,قحف
تركبان,ركب
فلتفجو,فجو
فلاتفاقاتها,وفق
كحفاريهم,حفر
وطوقوهن,طوق
سأفقعكما,فقع
سأؤذي,اذى
يستضعفننا,ضعف
فتجللوها,جل
وسرعتانا,سرع
فأطبكم,طب
لأسعدتماه,سعد
فلوحتان,لوح
وستثملينهن,ثمل
وسأستنسخكما,نسخ
فبوادرك,بدر
فلأعرقل,عرقل
فسيبهجنكم,بهج
وبالمكالمتين,كلم
وموجداكن,وجد
تهارشاكم,هرش
لتشردهن,شرد
ومنعماهم,نعم
كمرائيين,رأى
فغريزيتاي,غرز
لتأييدكما,ايد
لمختارتيكما,خير
فشاميها,
وهيأتموهم,هيأ
وسيتكللان,كل
بالمثني,ثني
وفوتا,فوت
فليمرشانا,مرش
فلخسوفهم,خسف
لأيقظوكن,يقظ
ورمزك,رمز
فلسائحه,سيح
فقندسهما,
لتصاعدتا,صعد
أشركاكما,شرك
فيتبلاهما,تبل
فليقدرهن,قدر
فعضالان,عضل
وكدولتينا,دول
وغدرتك,غدر
فيمقلونكن,مقل
ففرقي,فرق
فكمناديكم,ندو
العقيدية,عقد
لحلاقيهم,حلق
وبحجتينا,حج
وسراجاها,سرج
وكعشرينيكما,عشر
ونافداه,نفد
فتبرطلون,برطل
ويراكموني,ركم
أسيخ,سيخ
انصدعت,صدع
تحللانها,حل
وتصرم,صرم
ولطائفتيه,طوف
وسنعوضكم,عوض
وليتغطوا,غطو
وسيشفان,شف
فعبطتماهم,عبط
وكمشافهتكما,شفه
فبمسيكها,مسك
وكحصالتيه,حصل
وبتأففك,اف
عورتك,عور
ولسباطيه,سبط
ونهشوكم,نهش
لانعدامك,عدم
وستطمياننا,طمو
فيستدبرن,دبر
فلتسفياكن,سفى
فسأطوبهما,طوب
تعتبينا,عتب
كمادحكم,مدح
فعربوننا,عربن
وتوطيا,وطى
فكبطاريقه,
ولأطوعك,طوع
التعرفتان,عرف
عليمنا,علم
فتأثريتيهن,اثر
وبصفتين,وصف
وأغلغلهما,غلغل
وشقيقتيهم,شق
كأسراركما,سر
السعريتين,سعر
فتسابوا,سب
قوسنهما,قوس
وكأزمتهم,ازم
وبتبديدها,بد
ستصيبك,صوب
وبتوجسها,وجس
ففضولي,فضل
فبزحامكما,زحم
النبش,نبش
بارتفاعه,رفع
فلمستخدماتنا,خدم
فلائحتا,لوح
باسقهن,بسق
ففتتمانا,فت
فبحوشينا,حوش
فيصقلانكم,صقل
فامتحناكم,محن
وستتنفخين,نفخ
ولزمانينا,زمن
ينطحوكم,نطح
وأجملتموها,جمل
وبشهامتهما,شهم
مطب,طب
فبالمصر,صر
فبخطبتيك,خطب
بمصبعكم,
فلنموذجينا,
ولمثالي,مثل
وعاندوك,عند
وكاعتناقهم,عنق
فيفطح,فطح
فطفحت,طفح
فبأدراجهن,درج
فتذيلان,ذيل
ويركوننا,رك
وبالبيروتيين,
والصامدتان,صمد
سينفيانهم,نفو
فوكلتماهما,وكل
ففرملن,فرمل
كالمستهدفتين,هدف
شارب,شرب
وكرهبنتي,رهبن
كبجعه,
فلروميكم,
كاجتهاداتكما,جهد
يهمشنها,همش
وللتناسلي,نسل
سيردؤون,ردأ
ويطقطق,طقطق
بزورقهم,زورق
يصافحان,صفح
وليأكلنها,اكل
لرسماهم,رسم
وبحفيدكم,حفد
وقوسنهما,قوس
سأوجدهم,وجد
فليقرضنهن,قرض
كباسقتيها,بسق
وستكسلانهن,كسل
تكسمونني,كسم
لمبوبيكم,بوب
تنتهكاك,نهك
سجرتهما,سجر
والبريدية,برد
وغرمتاك,غرم
فبياردتك,
وبقانيتكن,قنو
غرامتا,غرم
لتأليههم,اله
فلتروحهما,روح
فلتملكوهن,ملك
فتتشوشا,شوش
وسيرتقانهن,رتق
وبموطئ,وطئ
فحسبانها,حسب
وليثقلهما,ثقل
فكهمامكم,هم
بفتاشيهم,فتش
وبرمضانيتيكن,رمض
لتملقاه,ملق
فعماءكم,عمى
لتسبقهما,سبق
فبتفهي,تفه
فصلابتي,صلب
تحيطونه,حوط
بوارفيها,ورف
فكتالوجيهما,
ولتجسسنا,جس
وللخيرية,خير
ولمتسعتين,وسع
فنستعملكم,عمل
وأستقضهما,قضى
فلملحقتهم,لحق
شيئكن,شيأ
فرياحك,روح
ولنبلعه,بلع
فكحتتيكم,حت
سأهكر,هكر
فألتقيهما,لقى
فكأسواطكن,سوط
وكعائلتهما,عول
وبحجمها,حجم
نحستموهن,نحس
سنشحطكم,شحط
ولترطموها,رطل
يعتمدونها,عمد
شهيدها,شهد
فكبدينات,بدن
وتهيبهما,هيب
ولمخصصكم,خص
وبمحصولكم,حصل
ولتوجهيها,وجه
لرجسهم,رجس
فكفصاحة,فصح
فليدمثنكما,دمث
تشهلنهم,شهل
وبآبنوس,
فتهمشيه,همش
ويخلصانه,خلص
فبيطرييهن,
وكمشاكن,كمش
مذيعتيك,ذوع
ولترفيعك,رفع
فلتبرمي,برم
وأبشم,بشم
وسنذيعكما,ذوع
فكضوعهما,ضوع
ولإكثاركما,كثر
ومتردي,ردى
وبتثبتكن,ثبت
لأثقلتننا,ثقل
كهرباءكم,كهرب
فليغرغرن,غرغر
فلتهاجماني,هجم
فسأبهظهن,بهظ
فسيزيغونكن,زيغ
العملاقة,عملق
وسيبدلهما,بدل
بإيصالاتك,وصل
كحنفيتكما,حنف
فتخمدانها,خمد
فانتهكاكم,نهك
سيكنزكما,كنز
لبهرجوكم,بهرج
قطانهما,قطن
وكالعفراء,عفر
فكدواي,دوي
مجوفاك,جوف
وعسيبهم,
لأربيناكما,ربو
توخياكما,وخى
وبمعياريكن,عير
فكميزانهم,وزن
وسيزوجها,زوج
وارفعهم,رفع
كغلطيهم,غلط
والناهيان,نهو
فغليونهن,غلين
فتنصا,نص
نمعككما,معك
للمجنين,جن
فوطأتكم,وطئ
وبروميتيه,
فسنتسخر,سخر
فستجريانهن,جرى
باستصراخي,صرخ
تشيبينه,شيب
فلإشعارهما,شعر
فتكتمت,كتم
بفاهمكم,فهم
فلجياشيكما,جيش
فكلقائهن,لقى
لقلاعهما,قلع
فتحكمانكم,حكم
اضطررتماهن,ضر
وشاكلتني,شكل
تسننينا,سن
ولأوقاتكن,وقت
فيعزرننا,عزر
سنتثاءب,ثئب
ويسطوكما,سطو
ودهيتنهم,دهى
فلينيبهما,نوب
أرتشي,رشو
وجراحتاهم,جرح
فبخمسيتيها,خمس
كالواقعات,وقع
بشركتنا,شرك
فتظلماكن,ظلم
وخروعي,
وتراضكن,رضى
بحماقاتنا,حمق
وبمعترضاتكم,عرض
تفليستها,فلس
ستنفذنها,نفذ
فبمجاملاتكما,جمل
وكسلائلكن,سل
وتردموهن,ردم
لفسرناهن,فسر
ولتمسكا,مسك
فكمدفأتيهما,دفئ
لتهمديهن,همد
بمداركن,دور
ليقولوا,قول
بمغالاة,غلو
ولسنابيكنا,سنب
كهجوميه,هجم
فيتمتمنها,تمتم
فيهونوه,هون
ستوازيهما,وزى
سيحميانك,حمى
والمبطلتان,بطل
فبطاريتكما,
اعتداؤكن,عدو
فعطشاتهن,عطش
كجنيهاتنا,
وأغظنه,غيظ
يحبكنا,حبك
رائعتيهما,روع
ومشالكما,شول
فكمدرستيك,درس
فكبيزنطي,
فبجزريتيكن,جزر
فلخمرتكن,خمر
الشقاق,شق
فلتائقة,توق
وتصاهران,صهر
تعريتك,عرى
بحبوسها,حبس
فبعفريتتيكما,عفرت
ولتزلقاكم,زلق
فسيدمركن,دمر
لتتهافتا,هفت
غنجتموهم,غنج
لليسه,ليس
كمغالطتهم,غلط
فستوسعه,وسع
وستدشنانهن,دشن
فلمستنبطتكم,نبط
ستلاينون,لين
زمانته,زمن
وأرجلهن,رجل
لإلكترونك,
وتبادلك,بدل
ليعطبه,عطب
فمفضييها,فضو
وستعفشكن,عفش
تزكوهم,زكو
فسيورطننا,ورط
مراحلك,رحل
المكتب,كتب
لدحرجتنهما,دحرج
فكفصائل,فصل
جراحيكن,جرح
جانس,جنس
فستتلثمين,لثم
وترابيتي,ترب
سيكبحانهم,كبح
فسترزمينه,رزم
فأبصرنكما,بصر
سيبتسمان,بسم
أزاغاهم,زيغ
قرصيين,قرص
فكتأكيداتك,اكد
فلسطولكما,سطل
لفكما,لف
فمتعففتهن,عف
بتاجيهم,توج
فتمكنونه,مكن
فلعيالك,عيل
لسبيكتهما,سبك
فمدونتاكما,دون
تبزرينا,بزر
فبإبطييك,ابط
ولتأهلها,اهل
فيلعنهما,لعن
فرصدناكما,رصد
ففسحا,فسح
سيحنطانكن,حنط
خطاره,خطر
أمخطها,مخط
السنابيق,سنب
فلتودعك,ودع
وترقشنهم,رقش
سيشخصانكم,شخص
ليقصصاهن,قص
ولزمارتكم,زمر
ويسلكنهن,سلك
فكدنسه,دنس
لطلبتم,طلب
ويبشروكن,بشر
فكسنفرتكما,
لمكتومة,كتم
وأحقاد,حقد
فكالأبهل,بهل
فلمؤسسيتك,اسّ
كفاتنيك,فتن
وقدحت,قدح
فبمذيلاتهن,ذيل
فكالمستحدثة,حدث
وكندامنا,ندم
فتستثقلوننا,ثقل
لتنقبتما,نقب
فلطابعتكم,طبع
كمضحكيكم,ضحك
وسيكتشفانني,كشف
وحاصر,حصر
وبمستحضراتكن,حضر
فموطنهن,وطن
ولمسكتك,مسك
وريداكم,ورد
فخاطفتهن,خطف
فسيقويهما,قوى
فتجالدينا,جلد
فلبصلكن,بصل
ودربك,درب
وستجحدكم,جحد
لاستهلهم,هل
فسيحتسبونهم,حسب
لبصمتيها,بصم
فنظموكم,نظم
فلحاصدتكم,حصد
فللتطمين,طمن
تشمريهن,شمر
لأطيافنا,طيف
بمسطريهما,سطر
فجهلوهن,جهل
سأجوزكم,جوز
فستشتلان,شتل
كسنفرتهن,
فبالقبعات,قبع
ولنشخبطه,شخبط
يتممانه,تم
كطفرانة,طفر
كتقريبيكم,قرب
ولنهتكهن,هتك
وبتقريريينا,قر
وبسمكريتكن,سمكر
ولطعمتهما,طعم
لأترفنها,ترف
فمصونتيكما,صون
لفزعتموهم,فزع
ولملقحتيهم,لقح
ومؤثلي,اثل
وشيبوكن,شيب
بسماحكما,سمح
ولشمنا,شم
فلتوحلهن,وحل
كشيالاتكم,شيل
فدرزيتيكن,
يدهورهما,دهور
فبمشققتيك,شق
للخليجين,خلج
ولتحقيقاتكما,حق
ولمضلعتك,ضلع
وستوشوشهن,وشوش
ولتقاومنني,قوم
وبأباريقكم,برق
سترقشاننا,رقش
لزاجرك,زجر
متجهمتاهن,جهم
لغازلناها,غزل
وستتفيؤون,فيأ
فحيلولتكن,حول
وسيتلافيانكم,لفو
لمرعى,رعى
وبروائعهم,روع
وكمعتقلة,عقل
فلنخنقهما,خنق
كتنقيحنا,نقح
تجهمتنها,جهم
فلتهيجنه,هيج
واللذيذ,لذ
والعورة,عور
فالياقات,
فسنقضيهن,قضى
ويبربران,بربر
فمقاطعتك,قطع
فلرمة,رم
بتزويده,زود
ليستودعك,ودع
تفسيراتك,فسر
صعدكما,صعد
اختطفوهن,خطف
وكعلاجهم,علج
فلوافرهم,وفر
فبعضلهما,عضل
فانشدت,نشد
بشهابييهم,شهب
فلننبش,نبش
فكمتكدر,كدر
لدببتم,دب
فكمجموعتكن,جمع
فسنعديهم,عدو
سنمحي,محو
لدهنوني,دهن
فللمؤديتين,ادي
تستبيحهما,بوح
تعطفانه,عطف
ولباطنهم,بطن
اقتحمتاكن,قحم
فأفقهتا,فقه
كمسؤوليتكم,سأل
لآمنتاني,امن
وداهماهما,دهم
وأقلمنك,اقلم
ويتكففون,كف
فبخلوقه,خلق
وشطبكم,شطب
فملونتيكم,لون
وأيدن,ايد
ووطيسهما,
ومستهدفان,هدف
لشحاري,شحر
لمستحدثين,حدث
لاستهدفتاكما,هدف
بمنسحقتي,سحق
ليلكنوكن,لكن
وستزقزقانكن,زقزق
لمشاعه,شيع
فلأستشرف,شرف
فوكبتا,وكب
ومرافعتيهم,رفع
بترشيحاتهم,رشح
لقميئتك,قمؤ
فكأوتوماتيكيتين,
ليوهبنكن,وهب
كمزعجتيهما,زعج
فبمفروشيكم,فرش
فليزعجنها,زعج
ولكراستهما,كرس
فكمكنستك,كنس
وكمهولتي,هول
فكصيغتكما,صوغ
أخفركما,خفر
فلحلسك,حلس
وكأولوياتهما,اول
مدخراتهن,ذخر
ويمرركم,مر
فجامعتنهم,جمع
وسننادمهم,ندم
وبالمنمق,نمق
وبغائصيها,غوص
وناعورة,نعر
فلتغلياني,غلى
وسأخربطهم,خربط
وكعراف,عرف
وهيلنه,هيل
وبميعكن,ميع
لتحزمهما,حزم
فزهدتموه,زهد
وأغتنمكما,غنم
فليلقمنه,لقم
بالنهائيين,نهو
تمسحينه,مسح
وسنتقدمكم,قدم
فكهاتفكن,هتف
فتعلقكما,علق
فكراهية,كره
ومجدولتيكم,جدل
رنموا,رنم
ولضجريها,ضجر
وأندبكم,ندب
نوات,اتي
فستذيبونني,ذوب
بتذكرتينا,ذكر
عاصياتكما,عصى
فتورطاك,ورط
فرحمتمانا,رحم
كنبيذه,نبذ
كزجريكم,زجر
فيغدرنني,غدر
لمرهوبيه,رهب
فأعمرتنها,عمر
تقضيانكما,قضى
فدوقيتان,
ولأسطوانتيكما,
وسيكبدهم,كبد
ومتسلسلتنا,سلسل
حفارتاها,حفر
وليتنقضا,نقض
نبعتهم,نبع
ووسخاك,وسخ
لرتباها,رتب
وليثقبني,ثقب
ندرمهما,درم
ليقدسوني,قدس
بالاتهاميين,وهم
يستنشدهما,نشد
وبرقائكم,رقى
فألجأناهن,لجأ
كمبعوثيهم,بعث
للصليبي,صلب
تداركهن,درك
وأقمعتاني,قمع
لمقدمتهم,قدم
فحصيداكن,حصد
وسحباكما,سحب
وخططته,خط
لفسيلتها,فسل
فيعقمك,عقم
تدمرياكن,
لنتفتاه,نتف
لأشبكك,شبك
وتفكاهم,فك
فلألأم,لأم
وسيرحمونهن,رحم
بجناحيها,جنح
ونسقوهما,نسق
فخليجيتا,خلج
فيغربكما,غرب
فلومكما,لوم
وبرسالتيها,رسل
وكأعلاي,علو
وعددتني,عد
لتسلحوهما,سلح
فتجادلانا,جدل
فنقيبكما,نقب
كالأسرى,اسر
جابهتنه,جبه
ولعنكبوتية,عنكب
متسارعان,سرع
وسيفضلانهما,فضل
وليتسورا,سور
لمنشطينا,نشط
فيتحدثان,حدث
ولمبررتيكن,برر
قنيصين,قنص
لقهراك,قهر
فانتزعاكم,نزع
وراسلتماه,رسل
وكبريتيتيهم,كبرت
فلترقيتيها,رقى
فاستنبطاه,نبط
لأتوقاكن,وقى
فملحقا,لحق
فراعيتهن,رعى
حراسكما,حرس
وتزاغ,زيغ
أوسطيتكما,وسط
فكتغليبكم,غلب
جاوزوني,جوز
بالرمة,رم
وبمقولاتكن,قول
فلطمرك,طمر
لحنيتكن,حنى
رعائيتاهم,رعو
فتجدلن,جدل
وكجحدنا,جحد
وكلبنينا,لبن
مستكشفهما,كشف
فبجرميهم,جرم
فبمذعننا,ذعن
فيلحدانهما,لحد
وكمزيجنا,مزج
كمنوعكما,نوع
فكحركتكما,حرك
لتعصبكم,عصب
لتغضناتهما,غضن
وجدليتنا,جدل
وبصباغتيهما,صبغ
فبمديرهن,دور
وعارفتيكما,عرف
ينطحانهما,نطح
فذللتننا,ذل
وبسدنتها,سدن
بمشاحم,شحم
وتورثينهم,ورث
لحابى,حبو
فتصلبنها,صلب
نستقيم,قوم
وسيكبسونك,كبس
سحلتاكن,سحل
فلنطيقهن,طوق
لنفقتموها,نفق
ولعرصتهن,عرص
وكهمزي,همز
ولذروتهن,ذرو
فلترذلاكما,رذل
كزبالتيهن,زبل
ووحوشها,وحش
فتتجسدوا,جسد
وكأوبئتها,وبئ
وكممرورتكم,مر
والمرتعدين,رعد
ولتاء,
فككحلييكن,كحل
تفننينا,فن
كأصل,اصل
فلرخوتيهما,رخو
لسطحييكم,سطح
ولتضووا,ضوى
فلأنبذتنا,نبذ
لصاغرينا,صغر
تشحطنهما,شحط
سيسندونها,سند
ولممي,لم
أتأته,اتي
كأرجاسهما,رجس
فليفتتاه,فت
وليعذبوهما,عذب
فيغصبانها,غصب
يجتزاني,جز
فينجينكم,نجو
تشوحونها,شوح
ذواقات,ذوق
وسيثلثننا,ثلث
وأسندناها,سند
فبموظفكما,وظف
بذوقيتين,ذوق
فليعقداهما,عقد
للتصميمين,صم
بجنده,جند
فكتجلتهن,جل
ولتملقوهما,ملق
وليتلقوهم,لقى
محلقيه,حلق
وكمخابرات,خبر
ورشفوهما,رشف
فبجنبتهما,جنب
لموقتكن,وقت
لخدميتهما,خدم
وشرحناكما,شرح
لتقلماكن,قلم
كماراثونه,
