WORD,ROOT
فستنضرهن,نضر
وصليبيهم,صلب
الوضاحة,وضح
لمصونة,صون
تزدادانهن,زيد
لعناق,عنق
فغلفتي,غلف
ومبشراك,بشر
تحتذيانها,حذو
كمستوطناتهما,وطن
فاستبعدوهم,بعد
استخلفتم,خلف
ويتجوزنك,جوز
قزمينا,قزم
وليكسرن,كسر
وبمفتولة,فتل
فيتعذرون,عذر
ويستدعى,دعو
وكنضيرهم,نضر
فلبخاشيشكن,
فالكحلتين,كحل
فكالثانويتين,ثني
وكمهنتهما,مهن
ولتجافينها,جفو
وتفاداكما,فدى
فلتعديلينا,عدل
وتقييكما,تقي
فستكاثرننا,كثر
فببعبعيهما,
ولأكفان,كفن
فأسطحكما,سطح
سنبهم,بهم
فخطتاي,خط
كالكعك,
لأنيرهن,نور
وسيستعيرونكن,عور
فكمصادرتكما,صدر
وليصانعوهم,صنع
وهذاءهما,هذى
وبانتقاد,نقد
أخبروكما,خبر
ووهماكن,وهم
ولحضرمي,
تسممنهما,سم
واستعظمتما,عظم
فاتحاد,وحد
فبخدمتيهم,خدم
فستسمرون,سمر
كمثواها,ثوى
فسأهجدكن,هجد
منافيخهم,نفخ
فليجهدنه,جهد
وليوارب,ورب
فلفيالجه,فيلج
أدسمان,دسم
سيشاتمونهن,شتم
لمسامركما,سمر
وصلبتها,صلب
يبايعانكما,بيع
فكنظيرتيه,نظر
فكالعسير,عسر
ليطالوا,طول
وتعارضاننا,عرض
فلمناسرها,نسر
لصافرتكم,صفر
أدنيهم,دنو
تزخمانا,زخم
ياسمينا,
ويجتنبوهم,جنب
يصرنك,صير
فمصايدي,صيد
فالصليبان,صلب
الخيال,خيل
بلوراكم,بلور
فليكسع,كسع
فبمتربيتهما,ربو
فإذعانكما,ذعن
فللمتزامنين,زمن
لنحتذي,حذو
استعطفت,عطف
وبشرابتنا,شرب
لوكزتماهن,وكز
ولتكابليه,كبل
لضيعهما,ضيع
فيتألقون,الق
وحوشتا,حوش
فلنحمد,حمد
لقسمتنها,قسم
وبنزاعاتهم,نزع
وبمصهراته,صهر
لعبدا,عبد
تنفحوننا,نفح
لمحكتهما,حك
فكخفقكما,خفق
لتستبدلن,بدل
فأعمرناها,عمر
فكأبواعها,
وبمراته,مر
ومزيفتان,زيف
كمقهاهما,قهو
لمحنيهن,حنى
وكمردوديهما,رد
فمهرجانكم,
فنفعك,نفع
فنتعرج,عرج
أمحصتا,محص
يقلقه,قلق
تكميليتين,كمل
فكشبركم,شبر
فبمعتكفاتهما,عكف
فبنطرائكما,نطر
لوراقه,ورق
فبطبعيه,طبع
فليبللني,بل
ستتسقون,وسق
وستجهدينها,جهد
كهنت,كهن
فزائرتيه,زور
فككائناتكن,كون
يصانعونني,صنع
امتلكناكما,ملك
متمولتهما,مول
فكمرفعهم,رفع
تستدعكم,دعو
لشحمهن,شحم
والتغفيل,غفل
فتهالكاه,هلك
كنطيحكما,نطح
فبأكاذيبنا,كذب
لمتضمنيهما,ضمن
سيقرمشهن,قرمش
فسنحضنهن,حضن
ينصلوا,نصل
وكنتراتكما,
يطولوا,طول
وذوق,ذوق
ومطبخهم,طبخ
بمصنعيته,صنع
فستضعفانها,ضعف
وصهرناها,صهر
تعاقبنا,عقب
فتجنحين,جنح
فبتسوليهما,سول
فيدشنونها,دشن
وكأعشاركن,عشر
متعهدو,عهد
مقبضتها,قبض
فلإمكانيته,مكن
لأخرقتهما,خرق
فستتواد,ود
فكمجبورات,جبر
ويبجسه,بجس
وجيئتهما,جىء
ولضاويات,ضوى
أتشربهما,شرب
بغاديكم,غدو
فمطوقتي,طوق
وسأسكنهما,سكن
وبمجانستين,جنس
فكمغالطتكما,غلط
تجحداكن,جحد
كالجيلي,جيل
يغضبنك,غضب
فسيحظرونهما,حظر
بالمتوجتين,توج
فتتعاصرن,عصر
خوصكن,خوص
ونعجله,عجل
لبوقهن,بوق
تزولكما,زول
فنضجن,نضج
فكرائدات,رود
لتحسداني,حسد
أسكنتهم,سكن
فلمشرقيتي,شرق
فأنجدوهم,نجد
فلمستقتلته,قتل
عاشاكما,عيش
الرغبة,رغب
ستبهمانهن,بهم
لمسهبينا,سهب
سيسفياننا,سفى
فمضيفان,ضيف
فنفاياته,نفو
فلترتيليكم,رتل
يخولونها,خول
وبطاهريهم,طهر
سترغمهن,رغم
تسليتم,سلي
وهمشتا,همش
وبرصاصتيهن,رص
خلقتاكن,خلق
فإنذاراي,نذر
فاستأذنتمونا,اذن
ولإحداثي,حدث
فلنزجلهن,زجل
واستنزالي,نزل
فبملكوتكن,ملك
ويؤكدا,اكد
فسندعمهم,دعم
ليعدينكم,عدو
فتشبهيننا,شبه
فبمناظراتكم,نظر
ليبشرنك,بشر
فسأعاشرك,عشر
فبواصركما,بصر
فطيحوها,طيح
بعقيلتك,عقل
وكتراجيديتيكم,
تعطسيهن,عطس
وكمنصفتي,نصف
وبمطمئناته,طمأن
فتعاجلنهما,عجل
لعيدين,عيد
كرمايا,رمى
فلعطوفيك,عطف
لظليلتيها,ظل
ولتغضنات,غضن
ولعنوتنا,عنو
وبمتعبتكن,تعب
ولاستيفائك,وفى
وسيماسحني,مسح
ولتستقضينني,قضى
وللعيار,عير
وسيحاورونك,حور
بباطنه,بطن
رايتانا,رأى
فلتجهدنهم,جهد
الفنطاسين,فنطس
سيجلطنك,جلط
وبدبشك,دبش
ومظالمه,ظلم
لممولتيكما,مول
لصنبورهم,صنبر
ولدهاليزكم,دهلز
ويستشعرن,شعر
سنقتحمه,قحم
ومسوران,سور
الزائدتين,زيد
وبعمتيه,عم
فأخمدهن,خمد
كمتلاعبتيهن,لعب
فبالهراب,هرب
كخامد,خمد
فتثقب,ثقب
فعرياكن,عرى
وستمكنانكن,مكن
ولمطربكن,طرب
فلسياقتكم,سوق
وبمطعوم,طعم
سأصارحك,صرح
وقزازين,قز
ولاتجاهاتهم,وجه
وليزجرنهم,زجر
فبادخار,ذخر
لذبتن,ذوب
زندقته,زندق
وأشبهتني,شبه
وتحليفهن,حلف
فأنسيتمانا,نسى
صفيقيك,صفق
وبجلفيه,جلف
فتقريريي,قر
لتفتلهما,فتل
فترتخيان,رخى
وليتعارك,عرك
فلمصقعكم,صقع
بخطافتينا,خطف
ولأوقيته,
فبالنتفة,نتف
فمناويهما,نوى
فكلؤمهما,لأم
فلشغفيك,شغف
وبحيادك,حيد
ستباينونهن,بين
فتشويهك,شوه
فللمختنقات,خنق
بخوخه,خوخ
يصارحنني,صرح
وسيتخثر,خثر
فللشرابة,شرب
ولحسمها,حسم
فتتحاكمون,حكم
ستنعشك,نعش
يحاشوكن,حشو
لمحللتهم,حل
أمهلاني,مهل
كبديعيي,بدع
سيوبخونه,وبخ
جنوحك,جنح
فتعلكهما,علك
لصفعتم,صفع
تشاربنها,شرب
وبعاصفتها,عصف
فلمشتبههم,شبه
وتمسكاكن,مسك
ودلعتم,دلع
وخلفاءكن,خلف
وكشكائمنا,شكم
فتزقزقاك,زقزق
فكتصدعهما,صدع
وبإجراءي,جرى
بقطريه,قطر
فلناقلاتهما,نقل
بتابليكما,تبل
أشوهك,شوه
فليكرو,كرو
فسيطردونكم,طرد
لفاشيتهن,
بتفاؤليهن,فأل
ليكاتبنك,كتب
فلتقلصهما,قلص
عقمتانا,عقم
فبالمنفوشة,نفش
لندركهم,درك
فسألطخهن,لطخ
سخنتموه,سخن
ومطلقينا,طلق
وللسوائل,سيل
وكمنتفضتهن,نفض
تسقطانكم,سقط
وزكوك,زكو
فلرتيبتيهن,رتب
تحذقانا,حذق
يجربونها,جرب
قلبنهم,قلب
وسيعلياننا,علو
وتونسيتين,
ولتحرياتكم,حرى
فتخاتلوني,ختل
فلأزواجي,زوج
فالقبتين,قب
داخلتاهن,دخل
تقصدونهما,قصد
فلتسفهكما,سفه
مضطرتان,ضر
وبهيطكم,هيط
تؤسل,اسل
فبقرودكن,قرد
لمسببتينا,سب
وطرقيهم,طرق
فتنزقني,نزق
ومعتنيهم,عنى
كتكبركما,كبر
طرشوه,طرش
بساطورهم,سطر
رغوتها,رغو
ومنزلتنا,نزل
لوشمتنني,وشم
ونمثلهم,مثل
ومطرزتان,طرز
قويناكم,قوى
ونعرس,عرس
وستجبله,جبل
فكوثاقتهم,وثق
فبعطار,عطر
ولبجعتكن,
فبالمهمشتين,همش
وثكلكن,ثكل
فلحنائه,حنا
فسنتجلى,جلو
ينتظروكما,نظر
ليشلقوهم,شلق
فكمبررتهن,برر
ولمتأرجحاتها,ارجح
وتبطرنهن,بطر
فغيابتاكما,غيب
وتأمينيها,امن
للمستيكما,لمس
متنبهاتك,نبه
ومحتقراتهم,حقر
وتستجمعان,جمع
فكمعييكما,عي
لسومريه,
فبالقوابل,قبل
فكطاقاتها,طوق
وبالسابرة,سبر
يلتهمكم,لهم
بانطباقهم,طبق
ألمحتنهما,لمح
فكحورياتهما,حور
وبمعسكريكن,عسكر
لرزوكم,رز
فليغطسهن,غطس
وستتنبهان,نبه
ودلهتكن,دله
كاستعماريات,عمر
ولنورفهن,ورف
فكجفرتكما,
فللياليكما,
وليدمجني,دمج
وأفواها,فوه
فستسعلون,سعل
كالتشريعات,شرع
لعقرنكم,عقر
ولتقمعني,قمع
فسيجدولونني,جدول
فبشاشينا,بش
وبمراكشيكم,
وعاجلا,عجل
فزربتماهما,زرب
وسيجابهن,جبه
فسيتفقص,فقص
فبجلالكن,جل
ولرضيعتيكن,رضع
وبلادغيكم,لدغ
لأقمعتاه,قمع
ليحرنها,حور
ولشعاعييكن,شع
كبليلتكما,بل
لعطاءه,عطى
وينفذونهن,نفذ
كسيخنا,سيخ
وكمدلكها,دلك
تميعاه,ميع
للقوني,لقى
فرماحيها,رمح
فسأستسيغهن,سوغ
فسيسخنونهم,سخن
فببلائهن,بلو
وكولومبيتان,
بعلائقه,علق
ولبؤرينا,بأر
فصارعناهم,صرع
ومثقفون,ثقف
لمتغلبتكن,غلب
فستحشمون,حشم
يمرضاكما,مرض
فتجميليتيك,جمل
ترهنانها,رهن
ويبطحها,بطح
وتطولونها,طول
كيمينهن,يمن
فكمشاهن,كمش
ويعوجا,عوج
وأجرعكن,جرع
فينقشونهم,نقش
وقبلتاك,قبل
فستلقحانهن,لقح
فبالملاحين,ملح
لأوادمكما,ادم
بموضعهم,وضع
وكقطعانهما,قطع
فيبهدلاهن,بهدل
فستغميان,غمى
ولتصعيدات,صعد
وكالتوزيع,وزع
فسيقضمن,قضم
فكندكما,ند
فلنختارهن,خير
وستختلجهما,خلج
فليطيلوني,طول
أصفياءه,صفو
فلفارعي,فرع
فبمشايتي,مشي
تتمنها,منو
حقولكم,حقل
والمنبهتان,نبه
ووبخنهما,وبخ
ولينغصاهما,نغص
وليهيجنه,هيج
بستينياتك,ست
فستسردين,سرد
وبعصارها,عصر
وتزفريه,زفر
وأولجتا,ولج
وسيعوقونكن,عوق
ورجعتكما,رجع
لأرادتني,رود
وليفلس,فلس
فنفذتنها,نفذ
بثكنتنا,
لمجهودات,جهد
فللقاصل,قصل
وبمراقبتيهم,رقب
وأبرحتم,برح
لنقيبتها,نقب
وبمبروركم,برر
فيفرحهم,فرح
تبعجننا,بعج
فلكشطنا,كشط
وليشبكنهم,شبك
ولمضللتهن,ضل
فتنسبانا,نسب
بمحرابيكن,حرب
بأطالسي,
بطنطنته,طنطن
أصنفه,صنف
وسننتظر,نظر
للقرعاء,قرع
ومترشحان,رشح
لذخروكما,ذخر
فلثالثتيكما,ثلث
وأغرمتاك,غرم
للشيرازية,
فلنخمهما,خم
والوقادين,وقد
بدهائي,دهى
فستستدركونها,درك
عتياهما,عتى
استرددن,رد
فيخلعاهم,خلع
وبإفسادكما,فسد
ولنستفزكما,فز
ستسبكان,سبك
وبمكينها,مكن
ولتلاعه,تلع
فللمطوقة,طوق
وسترصفينهن,رصف
ولشقهن,شق
والخائفات,خوف
وبجلوسه,جلس
وستنطنه,نوط
فلمآسيكن,اسو
ككيرها,كير
ويغرقوننا,غرق
تبغتاني,بغت
لبخاريينا,بخر
فتبزانها,بز
فجرارهن,جر
وكهفيكما,كهف
لزواجهن,زوج
يوهباك,وهب
ليكتناه,كتن
فكبدرهن,بدر
بالفريك,فرك
فمحششة,حش
ولحصيلتنا,حصل
ولتشايعوها,شيع
وكمترجلكن,رجل
تقفيتن,قفو
فكفيزيائياتهن,
ستصارحن,صرح
فلمحفظتيهما,حفظ
فيحتويكن,حوى
وصيرناكن,صير
تخزلانهن,خزل
فسيمرقهن,مرق
بمنتزعيكن,نزع
وبمحررته,حر
تستودعينني,ودع
أحبكهن,حبك
فسيتعمدهم,عمد
فأشربكه,شربك
لترتادوهما,رود
توعيكما,وعى
وكخاطفيك,خطف
ماءكم,موه
أسلوبهما,سلب
لأغشية,غشو
بجليليهم,جل
فهاريها,هرى
فتدعوانه,دعو
فائضتان,فيض
والعزو,عزو
تشعبينهن,شعب
يتابعهن,تبع
ولترمميها,رم
فبالطنبور,طنبر
وكفداهما,فدى
أضمخ,ضمخ
يصافحونك,صفح
وكسجدكم,سجد
يكفلوك,كفل
ستخدعانهن,خدع
فحديه,حدى
عدساتهم,
ويافعتيكما,يفع
سأشاربك,شرب
سنكذب,كذب
وبميسوريك,يسر
ستدارونهما,درى
فستنومانك,نوم
فستحببنها,حب
فكرحمتها,رحم
وببظركم,
وأخضعن,خدع
فلمركزيهم,ركز
لتلاحقاكن,لحق
فتناجزا,نجز
فيميتها,موت
لوراقتين,ورق
ويحشينهن,حشو
فبقبائها,قبو
وكماسورتي,مسر
لوفدوكن,وفد
فكمتسلقاته,سلق
ولحلائلهن,حل
غاثوكم,غيث
فمعقوفاهم,عقف
فخطرهم,خطر
ولتستضيفوها,ضيف
وكالأسبقية,سبق
فدلالييهن,دل
كمخففين,خف
ويفتتحنني,فتح
فمرتيهما,مر
بتشريعاتي,شرع
العاشق,عشق
لأصحوكما,صحو
ولتلصوا,لص
فالمغرمون,غرم
لنوموكن,نوم
كعذريهما,عذر
فسيبرئنا,برء
ممحوتان,محو
فلأقللكم,قل
ولتجوفاكن,جوف
فلأجذاعي,جذع
أوروبي,
ستقتبلنني,قبل
فيقتادانا,قود
تشديدك,شد
يناجدهم,نجد
فجدلتها,جدل
تنفقوني,نفق
ويجهلون,جهل
كمتعنته,عنت
وكسكاكينه,سكن
فموكلاتك,وكل
فمارتي,مر
فبقصابيكم,قصب
وسيخاطبنها,خطب
فلتواصلنا,وصل
فبممرناتك,مرن
ففقسن,فقس
ولنتلفنك,
فتحليلاتك,حل
اقتحامهن,قحم
وكالمتحررة,حر
وماهرنها,مهر
فبتستركم,ستر
تصدمون,صدم
لتكحتا,كحت
فبتقدمتينا,قدم
وأذينتهم,اذا
ولتفرعك,فرع
كسافلين,سفل
فكالمتطيرتين,طير
وموسرتكما,يسر
وكإغلاقاتهما,غلق
لوفقتني,وفق
تخمرهم,خمر
وسيشاغلانكن,شغل
بمنبتيها,نبت
بالسبعينات,سبع
فبهلمها,هلم
كتونسية,
وكتسنيمكن,سنم
فأناءتهم,نوء
فلويتك,لوى
فبروبيتيكم,
وبرناتهم,رن
يسنيان,سنو
وبمخبرتيك,خبر
عايداكما,عيد
وتتخموهن,تخم
ولنثلبها,ثلب
فترويجيكما,روج
فكمزخرفة,زخرف
لمغلظتنا,غلظ
ليقتماني,قتم
واجبروهم,جبر
ويقلدون,قلد
ومرميكما,رمى
ومستنتجتك,نتج
فأتلاشى,لشى
ويترجاها,رجو
فيناجدهما,نجد
فكتسليتنا,سلو
وكمشالهما,شول
كمنجينا,نجو
وأناخهما,نوخ
وبضيائييهم,ضوء
بمماحكتيهما,محك
بقنطارين,قنطر
فتثملين,ثمل
وكمكتبييكم,كتب
كمطيرة,مطر
فسترفسنهم,رفس
بالمولجين,ولج
وبزخرفتي,زخرف
ولنظار,نظر
وسيشاكسنه,شكس
فيبلبلونكن,بلبل
بخلفيتيه,خلف
ونفثاتكن,نفث
فائتمنوا,امن
يسمرونك,سمر
تصطفيانك,صفو
بمفخرتكم,فخر
بمكرمتهن,كرم
فيقرمشانكم,قرمش
ستزبلونهن,زبل
فاستقطعتماه,قطع
وليبتزوهما,بز
فمطمئنتيكم,طمأن
ولتخصماني,خصم
لعكا,عك
ولينتسف,نسف
فخلطتنا,خلط
ولكراكتيه,
وبلفيفه,لف
فستقضمونه,قضم
حافيهما,حف
وجاوزتنهم,جوز
تستسمحينني,سمح
منوموهن,نوم
فلتهزليهن,هزل
فناتجتين,نتج
كالجاذبة,جذد
وأوصلتموهم,وصل
فستقطنانكن,قطن
حصروكم,حصر
تضيقنا,ضيق
فستعزبها,عزب
تقطبونه,قطب
وبالغلاف,غلف
كمتواترة,وتر
ليحسروكن,حسر
أهربك,هرب
ستسيحون,سيح
ظرفتن,ظرف
فلبليونهم,
ولنهويهم,هوى
سيشطبنها,شطب
وأفتحه,فتح
فالمتعهدتان,عهد
وينشلوهم,نشل
لترأستاهن,رأس
لسموطي,سمط
فاستضعفنا,ضعف
وليعززوكما,عز
فليجتثوكما,جث
فبتأوهاتي,اوه
فلمسلحتيكما,سلح
وكتحاشيه,حشو
وتناقديني,نقد
وغرمناهن,غرم
وعقائديتان,عقد
وستتصايحين,صيح
فستتصوف,صوف
فسينقذاننا,نقذ
ويتحزم,حزم
وبمخطرتيه,خطر
فلسعادينكن,سعدن
سنداهمها,دهم
بكمراتكما,كمر
منطقيها,نطق
فبيطاركما,
ومتأدبين,ادب
ويسبغكم,سبغ
فلنقاسيها,قسو
وكتحريهم,حرى
فسيمررها,مر
لحفيي,حفي
كالجهريتين,جهر
فببتاريك,بتر
فبالخربق,خربق
والمحسنان,حسن
فتتلطفي,لطف
وإيضاحيتيها,وضح
فبمتمكن,مكن
لصادفتمونا,صدف
وأشغلاك,شغل
فتخصيصكم,خص
ويعرباها,عرب
رابعا,ربع
وتفادتاهن,فدى
لترؤفنهن,رأف
وللرزينة,رزن
وبكارهيكن,كره
فلاشتراكهن,شرك
سيصغونكن,صغو
والمتغطرستان,غطرس
لتظرفهن,ظرف
لقشاطهم,قشط
فلسلمكن,سلم
يذبذبوا,ذبذب
وحدرنها,حدر
مقتول,قتل
تكاملكن,كمل
فجسدتها,جسد
مفرخنا,فرخ
منقذاتي,نقذ
كتفقديه,فقد
فكشواديفي,شدف
فكدباغتهما,دبغ
لظاهرهما,ظهر
وبالكبابيد,كبد
ومنذرتاكما,نذر
ولومناكما,لوم
ويغدى,غدو
فضرغمهم,ضرغم
وبقهقهتك,قهقه
لنهكتموني,نهك
فكاقتلاعكن,قلع
فلمأزقه,ازق
سيحصدنهم,حصد
ولألعبه,لعب
فيلمي,فلم
ونستغرقهما,غرق
فكالخلابين,خلب
يزبرنهن,زبر
يربحانكما,ربح
وليسددنكما,سد
سيبارحونه,برح
ولقعائد,قعد
تكممونه,كم
فبالشاكية,شكو
لأفنيناكما,فنى
بمفجوعين,فجع
وبمرياحكن,روح
استرجعنه,رجع
فالسنح,سنح
فمعاصرتاهم,عصر
وليتخلصوا,خلص
سترسخين,رسخ
فثكنتيهما,
الاجتماع,جمع
فلتكهنهما,كهن
وبأجانب,جنب
لأضللهما,ضل
فيخلسانكم,خلس
فبشرية,بشر
كمرافعاتهم,رفع
ولتضربهم,ضرب
فلأغفله,غفل
لرقاصتكن,رقص
يجدلنهم,جدل
وسأرطمه,رطل
والمضعفين,ضعف
فتعدت,عدو
فكشهيق,شهق
آخرها,اخر
ستمزوننا,مز
وكمخملين,خمل
فليكدسهما,كدس
ومناظراهن,نظر
لنسومهما,سوم
بآلفاتهما,الف
ستراهقونهم,رهق
والمذهول,ذهل
ومنوعاته,نوع
فشاغرتين,شغر
كمعقميه,عقم
فإجراءاتكما,جرى
فبخوخكما,خوخ
ولحلابة,حلب
سيرافقكم,رفق
وليتعقبنكما,عقب
رضختم,رضخ
لأدبتنا,ادب
أغنمتنهن,غنم
بشاخصتها,شخص
عشبيكما,عشب
نضلتنهم,نضل
فللإغارة,غور
عياطه,عيط
فليجاهدنهن,جهد
فحمستاهما,حمس
وبشبهتكن,شبه
بكدحكم,كدح
واطرحنا,طرح
فستعزباننا,عزب
ولدابركم,دبر
فللغداف,غدف
كانفجاريكن,فجر
بغضبهم,غضب
فالنبوط,نبط
فنحجزكن,حجز
فكخاتميهن,ختم
فتعظوهما,وعظ
فملمتاكن,لم
فلفجوتيكم,فجو
ولتستسيغيني,سوغ
فللغدهن,لغد
ويخربطونا,خربط
تسافرا,سفر
حنانة,حن
وتخصانكما,خص
فالدوائيان,دوي
تحويطهن,حوط
فتسجليها,سجل
فكغدفكما,غدف
كيلوغرامهم,
ولأربعائكن,ربع
وعصيركما,عصر
مربيتي,ربو
فسلحنكما,سلح
فليجانساها,جنس
فتفتحيها,فتح
فكإمارتهن,امر
تقططوهن,قط
فلأعزلكما,عزل
وكجالسته,جلس
ويحنئوهم,حنا
وسيماثلونهن,مثل
فبجماعها,جمع
نبتدعه,بدع
فلشعرية,شعر
لترابطتما,ربط
ويحايدانهم,حيد
مزقناهن,مزق
لفانا,لف
فيهضموهما,هضم
وسيهودون,هود
ولوريد,ورد
وبتدعيمهم,دعم
فبألماس,
فلرعو,رعو
ولبطئها,بطء
فتمدناكن,مدن
وتدهنتم,دهن
ولذنوبك,ذنب
ويصححانه,صح
وتستتبعه,تبع
فبرنامجاهما,
مياوماتهم,يوم
وخور,خور
ولمفضلتها,فضل
وتشركنني,شرك
ليتكتكاها,تكتك
لداجنها,دجن
وبمحفظاتهما,حفظ
وستسفهانكن,سفه
وكإحليل,حل
فآبقاي,ابق
لمتحفزتي,حفز
فلقزله,
وكملهياتها,لهو
فتحزبينهن,حزب
فسأعطفكن,عطف
فعوتاها,عوى
وحانتيكن,
سيصرعانكن,صرع
استلوها,سل
وكعيائكما,عي
بتلتا,بتل
فديسمبر,
كمصلحتهما,صلح
ملتصقون,لصق
ثقلتموهما,ثقل
ستخزقينهن,خزق
وكتنازعهن,نزع
فمنه,
واحتكرتاني,حكر
لدونمنا,
ولتستهدف,هدف
فلرواقيتيكن,روق
فالمعتوهون,عته
بالسجنين,سجن
وبمصفحتها,صفح
فسيميزونك,ميز
وسيكهربك,كهرب
مغلظتي,غلظ
وكأوتوبيسك,
بسحن,سحن
وليكفتها,كفت
وتسفرنهن,سفر
سيحمسنكم,حمس
وبرقيبيكن,رقب
لمشهوديهما,شهد
لفاتح,فتح
أكفأناهم,كفأ
فكالمسكر,سكر
بعاهن,عهن
فأرجنتينيتان,
ومغتربات,غرب
ليخفقنها,خفق
ولخاتون,ختن
لاختفاءي,خفى
ينفرنكن,نفر
وسيسيرنني,سير
فكإنهاكهم,نهك
ولتفترنها,فتر
فبسائسه,سوس
كمؤنستينا,انس
فلفضيتين,فض
مدعماتي,دعم
فلنعوده,عود
يرعشنني,رعش
وأعوجك,عوج
بالأفاشين,
فلأكلائكم,كلأ
لمنزلتهما,نزل
ستطرشها,طرش
ولتلسكوبيهن,
لموسومته,وسم
وكمطاعمها,طعم
فلبرادتهما,برد
تشجعيهم,شجع
سيتلمذونني,تلمذ
لعالميتيها,علم
وترسباتي,رسب
ينقبنه,نقب
فكحمالتيها,حمل
لملستم,ملس
وبعاقبتكن,عقب
فلتضخميك,ضخم
تعويضيكم,عوض
كشحاتتيهم,شحت
فستتنصر,نصر
وكعمرانية,عمر
فبسكرينكن,سكر
ويوكلانهن,وكل
وتراجعاتنا,رجع
ولتفركاني,فرك
لبضعهما,بضع
فهلسه,هلس
انغلاقك,غلق
سفهتاك,سفه
فبقواريركن,قر
وبمنقبضتيهما,قبض
المطل,طل
وننسمك,نسم
فأبقيتكم,بقى
وملازمتهن,لزم
فلصراعيها,صرع
